"name","city","country","state","industry_id","website","description","logo_url","ticker"
"RAMBUS INC","Sunnyvale","US","CA","Semiconductors & Semiconductor Equipment","www.rambus.com","Rambus Inc. designs, develops, licenses, and markets high-speed chip-to-chip interface technology to enhance the performance and cost-effectiveness of consumer electronics, computer systems, and other electronic systems.  The Company licenses semiconductor companies to manufacture and sell memory and logic ICs incorporating Rambus interface technology.","5777.png","RMBS"
"NESTLE (MALAY)","Selangor Darul Ehsan","MY","","Food Products","www.nestle.com.my","Nestle (Malaysia) Berhad is an investment holding company.  The Company, through its subsidiaries, markets and sells powdered milk and drinks, liquid milk and juices, instant coffee, and instant noodles. Nestle also manufactures and provides packaging for culinary and chocolate-based food products and trades flavoring ingredients.","1925.png","NESZ"
"CHINA AEROSPACE","Kowloon","HK","#N/A Field Not Applicable","Electronic Equipment, Instruments & Components","www.casil-group.com","China Aerospace International Limited, through its subsidiaries, manufactures plastic, liquid crystal display, audio-video, printed circuit boards, telecommunication, intelligent chargers and security system, and other products. The Company also invests in real estate properties, provides financial services, and operates trading businesses.","10472.png","31"
"TOKYO BROADCAST","Tokyo","JP","TK","Media","www.tbs.co.jp","TOKYO BROADCASTING SYSTEM HOLDINGS, INC. is a media company that broadcasts television and radio programs nationally.  The Company offers a variety of TV programs & film production, visual & music software production, and cable television programming.  Tokyo Broadcasting System provides digital satellite broadcasting services and also operates real estate business.","2734.png","9401"
"SELVAAG BOLIG AS","Olso","NO","#N/A Field Not Applicable","Real Estate Management & Development","www.selvaagbolig.no","Selvaag Bolig ASA is a residential developer with a focus on the main cities and surrounding areas in Norway, and over time within selected cities in Scandinavia.","14551.png","SBO"
"KAWASAKI HVY IND","Kobe","JP","HG","Machinery","www.khi.co.jp","Kawasaki Heavy Industries, Ltd. designs, develops, and manufactures transport equipment and industrial heavy machinery for military and commercial use.  The Company produces ships, railroad cars, aircraft engines and parts, hydraulic and gas turbines, submarine engines, boilers, and industrial robots.  Kawasaki Heavy Industries offers engineering and construction services to industrial plants.","1626.png","7012"
"CLARIANT AG-REG","Muttenz","CH","","Chemicals","www.clariant.com","Clariant, AG. develops, produces, markets and sales specialty chemical products. The Company provides dyes and chemicals for the textile, leather and paper industries, pigments for the use in paints, printing inks, decorative paints, plastics, cosmetics, concentrated pigment and additive preparations for engineering plastics, spin dyeing, and packaging.","1749.png","CLN"
"UNITECH LTD","New Delhi","IN","#N/A Field Not Applicable","Real Estate Management & Development","www.unitechgroup.com","Unitech Limited is a real estate development company.  The Company develops self-sustaining residential areas, commercial spaces, amusement parks, infrastructure development, thermal power plants, transmission lines, highways, flyovers, industrial facilities, steel plants, and overseas turnkey projects.","10390.png","UT"
"ITV PLC","London","GB","","Media","www.itvplc.com","ITV plc is a United Kingdom media company covering broadcasting, news, and production.  The Company owns all of the regional Channel 3 licenses in England and Wales.  ITV owns ITV1, a commercial television channel, as well as ITV2, a partial interest in GMTV, and other interests.","808.png","ITV"
"SHISEIDO CO LTD","Tokyo","JP","TK","Personal Products","www.shiseido.co.jp","Shiseido Company, Limited manufactures cosmetic and toiletry products.  The Company offers an array of makeup and skin-care products, toiletries, beauty salon products, pharmaceuticals, foodstuffs, and fine chemicals.","1634.png","4911"
"SHIN KONG FINANC","Taipei","TW","","Insurance","www.skfhc.com.tw","Shin Kong Financial Holding Co., Ltd. is a holding company.  Through its subsidiaries, the Company provides traditional life, health, group and accident insurance products and services, as well as acts as a broker, dealer and underwriter for financial securities.","2377.png","2888"
"SIEMENS AG-REG","Munich","DE","","Industrial Conglomerates","www.siemens.com","Siemens AG is an engineering and manufacturing company. The Company focuses on four major business sectors including infrastructure and cities, healthcare, industry and energy. Siemens AG also provides engineering solutions in automation and control, power, transportation, and medical.","51.png","SIE"
"ALGOMA CENTRAL","St. Catharines","CA","ON","Marine","www.algonet.com","Algoma Central Corporation owns and operates a fleet of vessels that carry cargoes of raw materials such as coal, grain, ore, salt, and sand through Algoma Central Marine.  The Company also owns and operates tankers that carry petroleum products through Algoma Tankers Ltd.  The vessels primarily operate within the Great Lakes and the St. Lawrence Seaway.","10273.jpg","ALC"
"TOKYO ELECTRON","Minato-Ku","JP","TK","Semiconductors & Semiconductor Equipment","www.tel.com","Tokyo Electron Limited manufactures and sells industrial electronics products, such as semiconductor manufacturing machines, computer system, and electronic components.  The Company products are sold in US, Taiwan, and others as well as in Japan.","972.jpg","8035"
"PIK GROUP","Moscow","RU","","Household Durables","www.pik-group.com","PIK Group develops residential real estate, sells completed units, and maintains residential real estate developed by itself and other companies.  The Company operates primarily in the Moscow region.","5496.jpg","PIKK"
"ADV MICRO DEVICE","Sunnyvale","US","CA","Semiconductors & Semiconductor Equipment","www.amd.com","Advanced Micro Devices, Inc. manufactures semiconductor products. The Company manufactures products that include microprocessors, embedded microprocessors, chipsets, graphics, video and multimedia products. Advanced Micro Devices, Inc. offers its products on a global basis.","2595.png","AMD"
"COAL INDIA LTD","Kolkata","IN","","Oil, Gas & Consumable Fuels","www.coalindia.in","Coal India Limited produces and markets coal and coal products, as well as provides related consulting services.","336.png","COAL"
"BANK ALBILAD","Riyadh","SA","","Commercial Banks","www.bankalbilad.com.sa","Bank Albilad is a full-service bank. The Bank offers a wide range of banking products and services including business banking, retail banking, and investment products.","2215.png","ALBI"
"SYSMEX CORP","Hyogo","JP","HG","Health Care Equipment & Supplies","www.sysmex.co.jp","SYSMEX CORPORATION manufactures reagents and equipment for clinical tests including hematologic (blood) and immune tests.  The Company also develops, manufactures, and trades particle analyzers such as blood coagulation analyzer and related software.","1672.jpg","6869"
"ASIAN PAINTS LTD","Mumbai","IN","","Chemicals","www.asianpaints.com","Asian Paints Limited manufactures a wide range of decorative paints, varnishes, enamels, and black & synthetic resins. The Company, through its subsidiaries, also manufactures specialty industrial chemicals and vinyl pyridine latex products which are used in the manufacture of rubber tires.","1142.png","APNT"
"CGN MINING","Central","HK","#N/A Field Not Applicable","Biotechnology","","CGN Mining Company Ltd., through subsidiaries, operates businesses related to nuclear energy.  The Company supplies nuclear fuel, produces nuclear energy, and constructs plants for renewable energy such as wind power, hydroelectric and solar energy.","14380.png","1164"
